H,M
-1.0626170813909495,1.4977046349399464e-05
-1.0384290260907985,1.6301224192030932e-05
-0.9722821010552318,1.744431225445077e-05
-0.8636826754719024,1.8159369929742424e-05
-0.7524505377617402,1.839700910140187e-05
-0.6749500380667666,1.842886443634129e-05
-0.6254221165592802,1.876527984987563e-05
-0.5260371796339649,1.92251655651901e-05
-0.4314240280026068,1.9512192856954e-05
-0.34421537478606556,1.9700443907233432e-05
-0.24581767384902053,2.0053322027527358e-05
-0.22311050986382197,2.0562595863728368e-05
-0.13606637254080794,2.0931936690331314e-05
-0.04276952026008114,2.1111956387306327e-05
0.03242742796282468,2.137428961922124e-05
0.12111706353499231,2.1743630445925037e-05
0.18792225781915395,2.2014195030741295e-05
0.2468293119784465,2.2260065555171345e-05
0.29948367123807135,2.248947337266718e-05
0.3547707582628325,2.2751806604018013e-05
0.4612313398401928,2.297298306809205e-05
0.4801540132511638,2.3218853592592592e-05
0.5326438710418131,2.3160164041845356e-05
0.5602874368719297,2.298623554269955e-05
0.6562172164506607,2.317448659301253e-05
0.7246679924173934,2.3395663057086567e-05
0.715782553976257,2.346867515923568e-05
0.8334323702807303,2.339352289988198e-05
0.9275522712944945,2.3137280866314383e-05
1.0182167641750395,2.3127979435854906e-05
1.0433922118654178,2.3225685599053707e-05
1.1676240476651558,2.2961212212057693e-05
1.250555018070587,2.3297627630747105e-05
1.249732289987975,2.3749281996523218e-05
1.349940601053352,2.3525965376328894e-05
1.4174043601053727,2.314625304238959e-05
1.4325425735081052,2.300524995700485e-05
1.5220555186974147,2.308649341256575e-05
1.55529379527578,2.2945490326278743e-05
1.6382249744452289,2.2590472052371075e-05
1.699271568341817,2.2251916485183393e-05
1.7328389793196721,2.1995674451428915e-05
1.7874683132299327,2.166535023753955e-05
1.823833033006652,2.135972008374518e-05
1.8634886892887295,2.1087015343310752e-05
1.9250290268158325,2.0707303009348126e-05
1.9434582246762178,2.0278202555365585e-05
1.942964585412187,2.007957999583733e-05
2.0112513690919,2.0062047210302635e-05
2.0336296969008307,1.9912812770473515e-05
2.1284085436638565,1.996113081321113e-05
2.2246683890365193,1.9770739609716423e-05
2.2118337382869533,1.8938302844910012e-05
2.2565904754660293,1.8221105026211066e-05
2.2128210190620226,1.77920045722585e-05
2.323725615035106,1.7222971112402995e-05
2.30463816922502,1.701611720259504e-05
2.2792979445714177,1.7648861342697248e-05
2.336066637810626,1.7911194579416922e-05
2.299537214442523,1.7687877959489674e-05
2.3301429467036807,1.754687487306231e-05
2.274855178511029,1.735648366627457e-05
2.1822153190322764,1.7026159452735306e-05
2.389544419448128,1.6843999600638592e-05
2.290651680870657,1.6604220275453262e-05
2.372760620502368,1.6183351175318636e-05
2.329978399733095,1.590241508153922e-05
2.182708959289998,1.561324763439147e-05
2.2039354923966137,1.4854893052070095e-05
2.2577423034973205,1.4368173132670302e-05
2.2682733031935793,1.486098426216278e-05
2.286538008163527,1.513978020238219e-05
2.275019725398975,1.4842381402243023e-05
2.344952175077114,1.4635527489596798e-05
2.2213774528076096,1.458506929056881e-05
2.206897334540905,1.4493454324448378e-05
2.1978472615652587,1.4130204698602236e-05
2.274526084735873,1.413736597960975e-05
2.237009400752761,1.444908733388981e-05
2.2817661480154148,1.4069375000860233e-05
2.279956132151095,1.4307014181784037e-05
2.2584004909491218,1.5145542161046453e-05
2.3092454834260074,1.5095083966190055e-05
2.1850126138542705,1.4328498027398886e-05
2.177278916572423,1.3677151034901414e-05
2.0458061417234306,1.3305670054267107e-05
1.9880503130118572,1.2654323062334301e-05
1.9021570796823437,1.1928893890416605e-05
1.780721918364453,1.1269315544341702e-05
1.7410662872091347,1.0469804192363854e-05
1.6671850803035517,9.892539379173356e-06
1.6064675925526355,9.479901631850796e-06
1.5648374602592383,8.894405465262162e-06
1.5255109827403737,8.366528772041756e-06
1.4779572228036566,7.945659671527433e-06
1.4006206904744316,7.409551624439828e-06
1.3724833660680325,6.972219817272156e-06
1.3295369333074702,6.32087282533936e-06
1.2647059417338629,5.7518393670398875e-06
1.1878631497892684,5.454440566710591e-06
1.0795922080716465,5.05003417272301e-06
1.0325322144017965,4.653859132063759e-06
0.966055880073487,4.274146798084468e-06
0.8451150828884026,3.927359877451784e-06
0.7544506683250765,3.6052670168640624e-06
0.681721709887524,3.110315736800736e-06
0.600930066069226,2.672983930292415e-06
0.5311629658154523,2.531980843784851e-06
0.4446122973448751,2.390977757277284e-06
0.354277123511418,2.118273016902911e-06
0.25571473448340865,1.7385606829136301e-06
0.20700945857271663,1.375311055610976e-06
0.14974785952459518,1.0038300749766689e-06
0.0671463737515161,6.488118010423342e-07
-0.0365168204800843,3.020248804396578e-07
-0.0837411561127099,9.517096732595415e-08
-0.1651907830416628,3.648141475236104e-08
-0.22919866261423116,-2.3622332535508317e-07
-0.30044649963032516,-4.6777129845375455e-07
-0.3560625886394469,-5.099981442338711e-07
-0.4077296024187299,-5.522249900139877e-07
-0.4640038621290826,-7.096907830677824e-07
-0.5418334615069037,-6.037532652807535e-07
-0.5880704937518118,-1.9325567113217202e-07
-0.6575083116990341,1.8431650897316318e-07
-0.759196865678273,4.466497407269115e-07
-0.748666012340796,5.361245496359395e-07
-0.8697708250212702,6.585247722926196e-07
-0.9479295022941618,6.821487539876581e-07
-1.0218100223187043,5.493770208584478e-07
-1.053238039494817,5.812323562666634e-07
-1.1649638236859312,8.353342341554261e-07
-1.2422997931477873,1.0235852844684044e-06
-1.268297844006868,7.179551325751329e-07
-1.353531966453838,5.111012221260627e-07
-1.4183625611336157,8.969047557707909e-07
-1.4283997858080135,1.1180812206100005e-06
-1.5177475479693907,1.4462652813743934e-06
-1.5679336827767427,2.0707780669558458e-06
-1.5950835612195693,2.3495740062114307e-06
-1.6664959767620506,2.6366012989963426e-06
-1.6966076671662826,3.047098893360184e-06
-1.8379516447524658,3.3588202455942694e-06
-1.8252816933829161,3.8022432536784512e-06
-1.8850114683005208,4.40206197869212e-06
-1.9371721897823104,4.779634159957407e-06
-1.9175913501119017,5.025504684780222e-06
-2.094970768272592,5.20552438229529e-06
-1.9913074589048787,5.805343112736136e-06
-2.0382027608250706,6.5533262049209325e-06
-2.0546572545462634,6.873278910680916e-06
-2.2055450086640183,7.053298608098711e-06
-2.205874098736359,7.109848003434275e-06
-2.2335176663729115,7.322793114039528e-06
-2.275805749121682,7.659208526727013e-06
-2.2374667477174692,7.95446717212093e-06
-2.274324843374152,8.570748606475814e-06
-2.2674139500075294,9.302268989464293e-06
-2.2382894730056275,9.663378462568207e-06
-2.325662914738688,9.826935452702898e-06
-2.2858429994322145,9.998723796316449e-06
-2.2993356972447065,1.0252825674265634e-05
-2.349028322792249,1.0778562218906204e-05
-2.2575412455447488,1.1287836056652832e-05
-2.2305558554063483,1.1517243874229223e-05
-2.1887614155478303,1.1302158610722024e-05
-2.332573809829085,1.1161155528645596e-05
-2.3406365210321587,1.1398794700211058e-05
-2.1591433127602127,1.1323642440917562e-05
-2.3564328540157518,1.1429579957605312e-05
-2.2198604272134195,1.2021167329551408e-05
-2.2294040400401327,1.2415202218689326e-05
-2.2014313827963465,1.1986101766788273e-05
-2.283210277998071,1.1573464021714154e-05
-2.370254646286117,1.1975730264102418e-05
-2.312334760508276,1.2320377032654986e-05
-2.3098665838833217,1.2253456126672946e-05
-2.2486558118748894,1.2614565601682838e-05
-2.318587474742656,1.3444862226334315e-05
-2.192052316070532,1.3970598771271269e-05
-2.25852851597274,1.3747282152666061e-05
-2.1553587776503527,1.384498832091838e-05
-2.2285813147818616,1.4288411330432591e-05
-2.1346261080256763,1.4015706591646413e-05
-2.213936805644554,1.3586606138226706e-05
-2.104678921445372,1.4013566444369076e-05
-2.0039774169230817,1.4827400362600717e-05
-1.9327294781527453,1.5188509836158435e-05
-1.860823376344842,1.578832856343734e-05
-1.7500847186630704,1.628113969618879e-05
-1.7321493374822126,1.658462969644559e-05
-1.6645214397644779,1.733261278538195e-05
-1.5880081381965818,1.7990050985495616e-05
-1.502609436183584,1.8458168054046616e-05
-1.4779277331444398,1.8942747829625952e-05
-1.398946290940218,1.9295625949516535e-05
-1.3454692787481646,1.961557865536388e-05
-1.2952831635357205,1.991906865431058e-05
-1.219592635470171,2.0148476471856762e-05
-1.1503193535733505,2.062482489432418e-05
-1.0999687049990867,2.1167024144689715e-05
-1.0285563505631345,2.1561059031739314e-05
-0.9192987445517479,2.1930399858301918e-05
-0.8236983420089997,2.234912880584863e-05
-0.7489951015079643,2.282547722791212e-05
-0.6576728562880919,2.3054885046263822e-05
-0.5880704937518118,2.315259120881921e-05
-0.5115572543911174,2.348900662158062e-05
-0.4187540921832809,2.4022974518359545e-05
-0.3410890266530795,2.4622793243278825e-05
-0.2797138735440195,2.5000365423814524e-05
-0.2138960082793233,2.5147459706800386e-05
-0.10776468386362277,2.5319248050152324e-05
-0.015455094238290112,2.5507499100384788e-05
0.04197102412941736,2.5769832331896778e-05
0.10663712160245933,2.592515796892484e-05
0.14579878407848862,2.6006401424673373e-05
0.211452169249704,2.627696600950978e-05
0.30623001166699404,2.6341746758883568e-05
0.3472016921664717,2.6274825853052034e-05
0.41499420433681533,2.6364300661981166e-05
0.48657126802092304,2.6404387350429496e-05
0.552882910010014,2.6213996143862182e-05
0.601752791426915,2.6254082833904574e-05
0.6501290474669275,2.6458796591547706e-05
0.6901135115765379,2.6375412978839064e-05
0.8156614847613755,2.6440193728115707e-05
0.8595950656350251,2.653789989093918e-05
0.9556895231090635,2.656152387263422e-05
0.9805358716940775,2.6692155448726138e-05
1.105590391646587,2.7003876801390247e-05
1.1437649465890793,2.7521381991026304e-05
1.2428213742554899,2.770140168926592e-05
1.293336884047545,2.7543935895971568e-05
1.3866343005117254,2.732885062909885e-05
1.3956843174019322,2.6998526415186142e-05
1.520410059658052,2.6462418368397894e-05
1.521726426888061,2.5992161148409542e-05
1.6036703105535737,2.576061317475006e-05
1.6341113235348466,2.5594916028104077e-05
1.67179237043168,2.54292188814581e-05
1.7645963905723137,2.5148282787678687e-05
1.8091884161303111,2.469448827386433e-05
1.8552613737006132,2.4306544586903246e-05
1.9750511416779137,2.4050302553168786e-05
1.9161435216780627,2.3481269093778755e-05
1.9625456110628319,2.298631781470378e-05
1.9915057891688168,2.2623068187951084e-05
2.0186559623924945,2.209519149419844e-05
2.062918985193088,2.1674322393584186e-05
2.1335094907114915,2.146746848033024e-05
2.2324020895533976,2.1252383213737977e-05
2.1381167979150155,2.0930290353183592e-05
2.181392585274151,2.048472719295398e-05
2.359596858460229,1.9775760726909498e-05
2.2713996939206407,1.8992712081418845e-05
2.336889372712134,1.8802320878819203e-05
2.2661341937995036,1.881771350867929e-05
2.393822643130168,1.8330993581638143e-05
2.206403694178144,1.76137957623816e-05
2.2539577257249386,1.7135307189936938e-05
2.3821398019418156,1.6714438090301916e-05
2.281272507322206,1.6787450199908495e-05
2.2871961957863545,1.723087321004182e-05
2.386253478270895,1.690878035098801e-05
2.3217510515208097,1.603518682026663e-05
2.2671214750531856,1.5548466897232547e-05
2.2355284792751853,1.5432157871431643e-05
2.2768297411825142,1.5307617492198857e-05
2.3011826837013025,1.5076069519741115e-05
2.2177574230668227,1.5025611323559978e-05
2.288677117952078,1.5032772600583883e-05
2.2868671019744498,1.4702448386761201e-05
2.210023723555055,1.4034638689337335e-05
2.1942272325770826,1.3531456059915316e-05
2.182050772280177,1.340691568076943e-05
2.269754225105939,1.3471696431483153e-05
2.2184156102837758,1.376695507711891e-05
2.275513366064278,1.3650646051408263e-05
2.2819306949136413,1.3649575974143169e-05
2.2312502617831105,1.3640274543536425e-05
2.251324976046022,1.3655667173396511e-05
2.320105581952866,1.3407656498080057e-05
2.260375053327878,1.2698690032354231e-05
2.136800424409608,1.2425985292680532e-05
2.0242505442985936,1.239198980030217e-05
1.9144980578329212,1.1987583407847027e-05
1.850160438301562,1.0998750932141658e-05
1.7922401537097874,1.01251574024042e-05
1.7402435563974392,9.621974768556648e-06
1.663400520670785,9.151717547962465e-06
1.6091003286023997,8.640303560826526e-06
1.5330800947394994,8.104195513745573e-06
1.4934245340435772,7.502236640370715e-06
1.4358334896643963,6.850889647195619e-06
1.3950261343375228,6.199542654020524e-06
1.3375996726674415,5.8115989678324645e-06
1.2984377995866991,5.637670467878272e-06
1.2350877308008974,5.3320403140038585e-06
1.1697631396467034,5.001716100064488e-06
1.102957664023704,4.729011359610038e-06
1.0039013150495852,4.2752168462618014e-06
0.9262359087360719,3.7802655661219353e-06
0.8344196417431039,3.400553232182633e-06
0.7651461054176475,2.9961468382083776e-06
0.6886326053735587,2.665822624278999e-06
0.5818428385578719,2.2531848771163357e-06
0.5026966781396398,1.7500022432687847e-06
0.4261832613182488,1.378521262754453e-06
0.3419362549977281,1.0481970488650848e-06
0.28599099082752,6.849474215624307e-07
0.21326216250558705,2.2292155449964108e-07
0.11042165182484694,-2.3087295921481395e-07
0.020086571188796747,-3.96570105620267e-07
-0.03849135726241555,-6.11655372065617e-07
-0.08769022925248511,-9.17285525819974e-07
-0.14166089220245548,-1.025363198693776e-06
-0.23890679794764624,-1.0675900444738925e-06
-0.3071928301972564,-1.1015855368422182e-06
-0.3387854017041184,-1.3166708032040982e-06
-0.41431138737044265,-1.6058382501517057e-06
-0.4700920128228192,-1.7221472765041497e-06
-0.5215944753181251,-1.706754648294577e-06
-0.592019564048087,-1.6090484859503072e-06
-0.6698491558418987,-1.7088948051281285e-06
