H,M
0.01794748938636219,0.00028448461892847867
0.06747546329989668,0.0002779075356120424
0.13872335734800853,0.000271042354978529
0.22527393618347097,0.0002636832932379288
0.30112912010936493,0.00025574803687428935
0.3549353031801571,0.00024713780968171146
0.4093996760162406,0.00023752335760954168
0.4531686359267012,0.0002268964493309508
0.5255684350385427,0.00021484551732160438
0.621333655774964,0.00020034987416076388
0.6738235438747316,0.0001818208694308855
0.7208834537785871,0.00015777686058532345
0.7945996964715192,0.0001272794744348669
0.9002377500117957,8.999122636566318e-05
0.9584867939808713,4.644715451638905e-05
1.003572224277974,-1.0726577502291937e-06
1.1006540273856407,-4.931682849930284e-05
1.186053148688793,-9.428492332040037e-05
1.268325945657277,-0.00013281610482719538
1.2773759558159412,-0.00016449057376372467
1.371002454398202,-0.00019029609130675177
1.4468580593085254,-0.00021137681445396867
1.501158190269046,-0.00022907445288116856
1.4853617864940947,-0.00024431914894552627
1.570761114705801,-0.0002573002235991723
1.6749187459637083,-0.0002685444832115928
1.6395413427621957,-0.00027840587582124996
1.7412308333720814,-0.0002871395732882818
1.7947083471295568,-0.00029508306100235813
1.8600332166772295,-0.00030250797355920107
1.8806015074123759,-0.00030933199743122955
1.9291426868159502,-0.0003152423412350801
1.9888730454213002,-0.0003207740428456412
1.9628747039574574,-0.0003258859454932482
1.9569510319886982,-0.00033010063074364964
2.1053720113930643,-0.0003337308899732574
2.111460237336988,-0.00033709774592321617
2.151280533792944,-0.00034016827318048655
2.1205103035155464,-0.0003430741733863275
2.2949299006490116,-0.00034613646929160095
2.2574132097728787,-0.00034909175761276207
2.30233451219712,-0.00035184949347129085
2.312207328371831,-0.0003540639600482752
2.269589678225812,-0.0003562043444512985
2.3461040040353676,-0.0003584435050883733
2.301347230628537,-0.00036011470238309594
2.3304720406456,-0.00036100392114541855
2.2987144798223755,-0.00036191783396642414
2.3212574106478208,-0.0003628235154343
2.2554386474466486,-0.0003632682411352609
2.30941003036534,-0.000363918750663477
2.316650095940918,-0.00036544178359903905
2.225655669923951,-0.0003667425700010767
2.2947653537313846,-0.0003670473626993169
2.3099036711848213,-0.0003676237900493176
2.290487133959424,-0.00036801912762984975
2.3159919081415126,-0.00036799466620160534
2.3092454834260074,-0.0003678302717685856
2.2852216329296517,-0.0003678305043988509
2.337547560637829,-0.0003683410809242839
2.311549140599167,-0.0003691479861603152
2.3215865045628985,-0.0003697820329816591
2.2518186166060854,-0.00037016913921113323
2.312371875315616,-0.0003707126411491964
2.1741525284581127,-0.0003708692694873735
2.27074150639183,-0.00037051555392997424
2.2045936795330974,-0.00037055694332557094
2.3229028802331375,-0.00037112513932284236
2.2536286320116754,-0.00037152870825729015
2.17217796758782,-0.0003711749926975685
2.1274212636159926,-0.00037027800782113353
2.0240859977682377,-0.00036982551602075255
2.01684595065489,-0.00036952118858091167
1.9080807490432514,-0.0003689369951313504
1.8539450032556133,-0.00036850096604124983
1.8022774739070107,-0.00036774391417056316
1.6660332577956187,-0.00036661645139919976
1.6086066905893255,-0.00036553837674825694
1.5521674224014692,-0.0003645261529245951
1.5256755286492205,-0.0003632587571441283
1.455743533935567,-0.00036170326399272287
1.420530730141583,-0.00036021362166918864
1.349940601053352,-0.00035886391235490946
1.2788568666169051,-0.0003572672624350022
1.2160004421068373,-0.00035533312702052864
1.1811167821486985,-0.0003533825288989053
1.1141467566906498,-0.0003513331545338963
1.004230405821774,-0.0003490039141452691
0.9201477320183599,-0.00034644419585350833
0.8335969155241317,-0.0003437857013171802
0.7636651987117303,-0.0003408967288750464
0.6983407684365016,-0.00033765380821917425
0.5982973449435344,-0.00033415571559302607
0.5074684833673655,-0.0003303530628709022
0.4138423896733376,-0.0003261553051560032
0.3559225726860632,-0.00032171883817338034
0.28664917034598564,-0.0003170518932746097
0.19368132689759618,-0.00031189106712296475
0.10943438306741415,-0.00030644214357227915
0.03374378604114507,-0.00030080389887130756
-0.03618773101548943,-0.00029466354155026125
-0.08045026180375274,-0.0002880293029587814
-0.17555709824483934,-0.00028092587715297386
-0.21751599106264669,-0.0002733285700638724
-0.31607824108263977,-0.0002651386054241733
-0.3389499463435803,-0.0002560184976655276
-0.4266522340148242,-0.00024609994845465537
-0.46597839749348935,-0.00023517717387667753
-0.5497316023645985,-0.00022227064254874728
-0.6247639381913994,-0.00020646667377792905
-0.677253662293518,-0.00018620130932560868
-0.7141116496280882,-0.00015933439517078636
-0.8233692528448585,-0.00012573422833068342
-0.8394946218879095,-8.589468891018534e-05
-0.9854456680537458,-4.044135938757455e-05
-1.0211518439547793,7.538999145761754e-06
-1.1109931932282477,5.424349608786682e-05
