H,M
-2.398227323749657,-1.0834025144457626e-06
-2.2491494470701916,4.602149887431346e-08
-2.250301262529815,5.663253523835584e-07
-2.3340547159470493,4.939717531044544e-07
-2.2246322335805204,5.533198084409223e-07
-2.2726793925543842,7.361381650045823e-07
-2.1933686762916396,7.131726866075628e-07
-2.3743682751031736,7.807520962564251e-07
-2.317600204062817,1.1858169963397622e-06
-2.2246322335805204,1.5579564825412448e-06
-2.322536557504305,1.963021382745585e-06
-2.2674139500075294,2.4586311712543934e-06
-2.221834967767917,2.64968088228594e-06
-2.2535921638732876,2.3139239761331524e-06
-2.1960013967545082,2.076943310821541e-06
-2.273831208127026,2.276224374389794e-06
-2.2557312497706223,2.4755054379580476e-06
-2.224138598434812,2.469002665979967e-06
-2.2443776402244153,3.1786276545935385e-06
-2.292260258051194,4.052879711476655e-06
-2.2117977201128176,3.7829736342584538e-06
-2.127386128542948,3.414291315917882e-06
-2.2389476532381534,3.5065647848078163e-06
-2.177078719037755,3.5659128400974185e-06
-2.3691028302309554,3.4112457071582875e-06
-2.299829332545262,3.4541310566250062e-06
-2.218050431718998,3.7110315943204565e-06
-2.1607887628252676,3.630446642404935e-06
-2.1675351082018794,3.7474141739421344e-06
-2.079997176770937,4.498195922329516e-06
-1.9409567219614166,5.413604741742081e-06
-1.8914287174869484,6.304319500384377e-06
-1.8116244735967886,6.9810190669568195e-06
-1.7800318708228398,7.41900938098249e-06
-1.6811404597922965,7.832305634531242e-06
-1.6340806622385915,8.28675865555834e-06
-1.5781354550933757,8.85645062573684e-06
-1.4971794614139642,9.26151552650586e-06
-1.4320197685204683,9.452565236518166e-06
-1.3869345308810297,9.676540360304945e-06
-1.3370775018522267,1.000752307918598e-05
-1.2733987275031744,1.0346737151519015e-05
-1.2246935186642751,1.0620100396034588e-05
-1.182405552409364,1.0975777175254823e-05
-1.1149422636627964,1.1290297187198264e-05
-1.000748314789448,1.1662436673634941e-05
-0.9118942382770541,1.2092195634282617e-05
-0.8394946218879095,1.254664865547787e-05
-0.7639686585892503,1.2910556788701064e-05
-0.6593183021779323,1.3076912438390897e-05
-0.5625660811510595,1.3374969743447105e-05
-0.5085954514770007,1.3549556747276118e-05
-0.4243486093215565,1.365006156985583e-05
-0.36790980229986453,1.3956350228233116e-05
-0.27872660561823065,1.4402571895865426e-05
-0.19299883447677058,1.483233085655681e-05
-0.12273825191537004,1.5089231394191865e-05
-0.03783317833596882,1.5222661630197708e-05
0.023377466291538952,1.53807859265495e-05
0.10597894243733155,1.5654149171065074e-05
0.18561863021527675,1.582873617437786e-05
0.2491329400114834,1.5879852876111726e-05
0.30952090949168176,1.6037977172503733e-05
0.3748452388684812,1.6261952296310638e-05
0.43589141406941595,1.6271912231366943e-05
0.4650158744142451,1.6207789985596557e-05
0.5188220892656646,1.600373473301798e-05
0.6177136639255183,1.578321677362586e-05
0.6392690707563671,1.575201994132209e-05
0.7452361383295438,1.5622046868417866e-05
0.7936124251970532,1.5582618683006587e-05
0.8697968722790008,1.5469108317460423e-05
0.8882259436514666,1.5108657350612952e-05
1.013609493072361,1.4912833451099064e-05
1.0940722085837806,1.469231549162019e-05
1.1286267600167181,1.4529417006023876e-05
1.2467704689244548,1.4498220173920746e-05
1.2650350329963271,1.4129537854261213e-05
1.266845034951678,1.3596228467868442e-05
1.4379725852042469,1.2824209837554745e-05
1.48667815341101,1.2323825868066746e-05
1.5220555186974147,1.1955143550052587e-05
1.562204725028136,1.1668774766340557e-05
1.6091003286023997,1.161288387475086e-05
1.7300416947522645,1.1433522681833528e-05
1.7466608568629758,1.1138922542529347e-05
1.7720009694161665,1.0531530976557552e-05
1.8430849475998659,1.0031147003637627e-05
1.9126880476282269,9.851785810783717e-06
1.9590901357223531,9.82882033186498e-06
2.0268832888148687,9.657690492285962e-06
1.995948544371758,9.634725014390593e-06
2.043831583019443,9.43890111708948e-06
2.0601216933040054,8.938517144169545e-06
2.1010937987569607,8.331125579018122e-06
2.1655960982659312,7.5426442413387804e-06
2.179582571027143,7.190424629358718e-06
2.18896173607274,6.73942877849518e-06
2.348736755985978,6.609455712915821e-06
2.2699187719863105,6.907513019287962e-06
2.350053131985312,6.547062053639662e-06
2.421960195479668,5.989058607511295e-06
2.2824243356097913,5.488674634331969e-06
2.277817022531467,4.873051715091699e-06
2.281272507322206,4.224503382717771e-06
2.2773233818558896,4.2097692617762745e-06
2.2909807746938604,4.16210972775424e-06
2.1667479253699917,3.661725754973986e-06
2.290487133959424,3.4988272687933786e-06
2.3031572468443895,2.9902119452651253e-06
2.252805897732766,2.218193314643163e-06
2.2445785552772155,1.816585581403786e-06
