H,M
-0.005253320214291771,0.00020750625821523678
0.05957731421645925,0.00020245849487564665
0.13016702753649328,0.00019659582766246158
0.21655305935992214,0.0001899594133505282
0.2822064586235819,0.00018267272223187957
0.36990889104863506,0.00017449704511817004
0.4031469680266474,0.00016494673228506705
0.4446122973448751,0.00015351144000252283
0.505658488270583,0.000139112861412639
0.5367574967162009,0.0001191498901768191
0.6364718041096261,8.874956863264467e-05
0.6922525983312869,4.4948613288790036e-05
0.7671206477080261,-5.955994291746057e-06
0.8322805535805855,-5.1987644685630755e-05
0.9458168027093355,-8.654479705909129e-05
0.9856367780955969,-0.00011046704734186296
1.0626440271321917,-0.00012777952397067198
1.1477140389542895,-0.00014123149722990478
1.229164089248869,-0.00015193419925416368
1.2663513980527838,-0.00016069430233353594
1.370015179959447,-0.00016822793400877274
1.4180625432655791,-0.0001749137364312463
1.4782863145154088,-0.00018034014197236282
1.4902981624927434,-0.00018502572580951423
1.5750393097362023,-0.000189373824195457
1.621112187454146,-0.00019332681766222825
1.7135870808270464,-0.00019707402731467276
1.6668559881574452,-0.00020046728880414517
1.8360094572873702,-0.00020345721401174733
1.8133020723895983,-0.00020632366892854896
1.8746778393398245,-0.00020900903408363312
1.9444455032101757,-0.000211529772183191
1.9778484315951728,-0.00021396819675417842
1.984594836952762,-0.00021587981473877946
1.9995685672496455,-0.00021773381325318838
2.017668683259528,-0.00021960427447362366
2.0379079071029214,-0.00022126895187064453
2.1265985302491774,-0.00022271961408830074
2.2022900245721284,-0.00022387394759665628
2.2207192655733654,-0.0002251846768132269
2.2554386474466486,-0.00022681642879801534
2.2941071660633385,-0.00022843171807673156
2.3031572468443895,-0.00022994823111960295
2.289006211769385,-0.00023160467716367106
2.287360742692675,-0.00023303887667536617
2.252970444588062,-0.0002341026652994765
2.291968056169369,-0.00023467257273194337
2.341496688275844,-0.0002349955395689871
2.2817661480154148,-0.00023568891730087757
2.2641596313184693,-0.00023710665410428994
2.2266429508200454,-0.0002381457486595605
2.2718933345698136,-0.00023794190888319833
2.2045936795330974,-0.00023743350903257678
2.3474203800026654,-0.00023761654285917418
2.312371875315616,-0.00023806297999350582
2.253134991443601,-0.00023868227554349117
2.226807497636903,-0.00023914517537992165
2.189455376359674,-0.0002391553507913157
2.329155664883897,-0.00023931369056294966
2.172342514325711,-0.00023930740326844963
2.307764560983138,-0.0002393175786805763
2.3225737863140883,-0.0002395170752186423
2.315004626449836,-0.0002403503859517654
2.2584004909491218,-0.00024134009239629677
2.169051579612808,-0.00024158074569910454
2.250831335488142,-0.0002416403092306986
2.2243392954093,-0.0002419056565951682
2.143711385479967,-0.0002415865778688158
2.2730451627597663,-0.00024112756613633442
2.334092074072437,-0.00024149992109138757
2.1966954341474185,-0.00024245670212451266
2.070323581688039,-0.00024287844519431623
2.005327694777696,-0.00024255936647217606
1.9197635422135115,-0.000242339063990476
1.839794021824773,-0.0002423492394024828
