MRinf,MRsup,T,t
0.00022224026204943674,0.00021921532061752004,-45.32435532598174,1699892341.5975804
0.0002212301308241352,0.00021869128354425228,-44.99740300122241,1699892342.142147
0.00022065253932276765,0.00021856861674562244,-44.69909900086015,1699892342.6823528
0.0002203921159739467,0.00021707851359897826,-44.40948195713697,1699892343.2080925
0.00021902558711726743,0.00021602901279557028,-44.133347427470554,1699892343.7521956
0.0002178791955259614,0.00021454056538824733,-43.86124279966049,1699892344.2866163
0.00021705546922875778,0.00021542419593078497,-43.55033645966657,1699892344.8108256
0.000217472225005392,0.00021429023380544867,-43.23717167494328,1699892345.351689
0.00021683229233689297,0.0002137809361202825,-42.97285876813198,1699892345.893271
0.00021567895557268965,0.00021278304536302955,-42.709291101101634,1699892346.4304895
0.000214427195476091,0.0002119621134629135,-42.396819274591664,1699892346.9549108
0.0002149666706245925,0.00021203817116096046,-42.13799770957327,1699892347.4905424
0.000213817330000148,0.00021115341327902212,-41.84641425142161,1699892348.0358257
0.0002131837539976934,0.0002099260930757815,-41.57746518022076,1699892348.5719686
0.00021232324609592916,0.00020952262204576485,-41.31901893068082,1699892349.1024342
0.0002111138621331674,0.0002092207616535802,-41.062303106570454,1699892349.646506
0.00021053033951382505,0.0002077953434595818,-40.75998872216889,1699892350.1838465
0.00020999274217517087,0.00020677357528189438,-40.50396387434276,1699892350.7083466
0.0002093787583856603,0.0002073114229220301,-40.260609512828,1699892351.241312
0.00020989997740331962,0.00020669672586332688,-39.96987089162577,1699892351.7734015
0.0002080003276718017,0.00020564986801811482,-39.70062624266554,1699892352.3166416
0.00020675298102068937,0.0002051871440242637,-39.445300210874386,1699892352.8435183
0.00020700958282794468,0.0002048265840939773,-39.22343509369836,1699892353.3944385
0.0002058874949761284,0.00020320034690195845,-38.94776007209571,1699892353.9224896
0.00020578147050596247,0.00020330686394058224,-38.67522992916076,1699892354.4561257
0.00020499847014870536,0.0002023540803978877,-38.44592083103386,1699892354.9984128
0.0002037453389053273,0.00020148916980735764,-38.18993429242081,1699892355.537898
0.00020340515105290706,0.00020079589679150583,-37.93209643112788,1699892356.0890589
0.00020407288053228564,0.00020007068769176787,-37.68318969191606,1699892356.6118767
0.00020195943158254909,0.00019979345374168163,-37.401052046641055,1699892357.1515753
0.00020169920333811274,0.00019906740727750413,-37.17012403883943,1699892357.6940928
0.0002006377959561082,0.00019849079062908673,-36.94219334655467,1699892358.2167408
0.00019999564591989712,0.00019745550281743892,-36.717082462931494,1699892358.755205
0.0001991341630411536,0.0001964302519469962,-36.46106038144066,1699892359.2981062
0.0001982628323097381,0.0001959685801436014,-36.224990986020565,1699892359.81986
0.00019736681516522165,0.00019435198790493098,-35.959473238421914,1699892360.3589783
0.00019698973098511205,0.00019479454537191427,-35.71632363437881,1699892360.8970218
0.00019624155114338063,0.00019351274326615396,-35.48784434102511,1699892361.4381034
0.00019518128976286675,0.00019256560901773824,-35.26390632918271,1699892361.9825828
0.00019521993095629028,0.00019212217347082088,-35.01849050796018,1699892362.5141711
0.0001946199739130406,0.00019222117104497936,-34.81479142975634,1699892363.0451176
0.0001928100570186571,0.00019084171704840484,-34.56593887613059,1699892363.5691195
0.0001928639656660325,0.0001905504910112065,-34.30910015294898,1699892364.1130705
0.00019229982119626637,0.00018968548065785936,-34.10952430808668,1699892364.6477766
0.00019097350179526876,0.00018828322844718145,-33.888020910363835,1699892365.178946
0.00019073527210171628,0.0001883717514527343,-33.63257744769959,1699892365.7327328
0.00018953024282161498,0.00018655265163169008,-33.40752359215737,1699892366.270612
0.00018926658978474855,0.00018675201193215689,-33.151318824949875,1699892366.814872
0.00018734396480752052,0.00018533857646549438,-32.94443758861364,1699892367.3387039
0.00018763597306414178,0.000184594739962457,-32.71490119273585,1699892367.8826683
0.00018630860071818377,0.00018336387720892312,-32.50193733681334,1699892368.4132805
0.00018615194691907737,0.00018297171185564838,-32.247043567784345,1699892368.94384
0.0001859581789318882,0.00018387557047776064,-32.03172107064539,1699892369.491151
0.00018547083754875688,0.0001822970112746052,-31.85200366271989,1699892370.0128493
0.00018323403642737148,0.00018086065095684786,-31.6050514876083,1699892370.5434694
0.0001823414499030783,0.00018027282460405614,-31.40375510477628,1699892371.0769444
0.00018168941139545342,0.00017949649581821682,-31.224502560124836,1699892371.614672
0.00018056017610521623,0.00017817989700240295,-30.992618141501403,1699892372.145013
0.0001801639942379004,0.00017829495937554833,-30.784920358666177,1699892372.697104
0.00017939156706759456,0.0001769401148730471,-30.585406349130487,1699892373.229477
0.0001789141324944127,0.00017672537678705297,-30.3343552262226,1699892373.7612774
0.00017829717052081004,0.00017593746363731236,-30.136742719221218,1699892374.2861166
0.0001772297744869564,0.00017509023045788634,-29.9436830032435,1699892374.8254583
0.00017549354318846655,0.00017393066333997131,-29.75212305150031,1699892375.3697255
0.00017524111249610214,0.00017306673300644017,-29.540125848465706,1699892375.905186
0.00017525518134283948,0.0001731214081862088,-29.32715978542448,1699892376.4396787
0.00017369181184639324,0.00017117769430297476,-29.166566092659256,1699892376.9805307
0.00017288407421254173,0.00017094960454925532,-28.945558219020715,1699892377.5060916
0.00017237131112699425,0.00017043016006879205,-28.7329473154663,1699892378.059151
0.00017092234097765697,0.0001687877936742174,-28.54310304267689,1699892378.5966237
0.00017037592243167616,0.0001685306718924312,-28.32993404685442,1699892379.136298
0.00017028241321192302,0.00016806325842776476,-28.125753841906246,1699892379.6700425
0.00016947912873726084,0.0001668860910816719,-27.934519449689272,1699892380.213226
0.00016877106022449888,0.00016660922068463202,-27.736036330424966,1699892380.745481
